"SID","UID","Latitude","Longitude","CollectionDate","VolumeFilteredML","DeploymentDuration","ClientSampleID","EnvironmentType","TICI","TICIVersion","TICINoSeqs","TICIQuantile","Report","Region","District"
80423,"730604",-37.79415,175.33301,"2024-05-09","720","","Mangaonua 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306a2f64550b25dd.html","Waikato","Hamilton"
80424,"730605",-37.79415,175.33301,"2024-05-09","600","","Mangaonua 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306a2f64550b25dd.html","Waikato","Hamilton"
80425,"730606",-37.79415,175.33301,"2024-05-09","720","","Mangaonua 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306a2f64550b25dd.html","Waikato","Hamilton"
80373,"730611",-37.78036,175.250477,"2024-04-10","1000","","Waitawhiriwhiri 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/abf205408250899b.html","Waikato","Hamilton"
80374,"730612",-37.78036,175.250477,"2024-04-10","1000","","Waitawhiriwhiri 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/abf205408250899b.html","Waikato","Hamilton"
80375,"730613",-37.78036,175.250477,"2024-04-10","1000","","Waitawhiriwhiri 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/abf205408250899b.html","Waikato","Hamilton"
80376,"730614",-37.78036,175.250477,"2024-04-10","1000","","Waitawhiriwhiri 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/abf205408250899b.html","Waikato","Hamilton"
80377,"730615",-37.78036,175.250477,"2024-04-10","1000","","Waitawhiriwhiri 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/abf205408250899b.html","Waikato","Hamilton"
80378,"730616",-37.78036,175.250477,"2024-04-10","1000","","Waitawhiriwhiri 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/abf205408250899b.html","Waikato","Hamilton"
80379,"730621",-37.721043,175.229188,"2024-04-10","700","","Te Awa o Katapaki 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/eaaf842f6f4e87f2.html","Waikato","Hamilton"
80380,"730622",-37.721043,175.229188,"2024-04-10","700","","Te Awa o Katapaki 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/eaaf842f6f4e87f2.html","Waikato","Hamilton"
80381,"730623",-37.721043,175.229188,"2024-04-10","650","","Te Awa o Katapaki 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/eaaf842f6f4e87f2.html","Waikato","Hamilton"
80382,"730624",-37.721043,175.229188,"2024-04-10","550","","Te Awa o Katapaki 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/eaaf842f6f4e87f2.html","Waikato","Hamilton"
80383,"730625",-37.721043,175.229188,"2024-04-10","700","","Te Awa o Katapaki 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/eaaf842f6f4e87f2.html","Waikato","Hamilton"
80384,"730626",-37.721043,175.229188,"2024-04-10","600","","Te Awa o Katapaki 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/eaaf842f6f4e87f2.html","Waikato","Hamilton"
80414,"730631",-37.814578,175.290972,"2024-06-13","350","","Mangakotukutuku 4","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7eb87644e0fcb4c9.html","Waikato","Hamilton"
80415,"730632",-37.814578,175.290972,"2024-06-13","350","","Mangakotukutuku 4","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7eb87644e0fcb4c9.html","Waikato","Hamilton"
80416,"730633",-37.814578,175.290972,"2024-06-13","250","","Mangakotukutuku 4","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7eb87644e0fcb4c9.html","Waikato","Hamilton"
80417,"730634",-37.814578,175.290972,"2024-06-13","300","","Mangakotukutuku 4","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7eb87644e0fcb4c9.html","Waikato","Hamilton"
80418,"730635",-37.814578,175.290972,"2024-06-13","350","","Mangakotukutuku 4","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7eb87644e0fcb4c9.html","Waikato","Hamilton"
80419,"730636",-37.814578,175.290972,"2024-06-13","250","","Mangakotukutuku 4","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/7eb87644e0fcb4c9.html","Waikato","Hamilton"
80403,"730641",-37.81615,175.304244,"2024-05-09","600","","Mangakotukutuku 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/31a6427a5b5de563.html","Waikato","Hamilton"
80404,"730642",-37.81615,175.304244,"2024-05-09","600","","Mangakotukutuku 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/31a6427a5b5de563.html","Waikato","Hamilton"
80405,"730643",-37.81615,175.304244,"2024-05-09","600","","Mangakotukutuku 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/31a6427a5b5de563.html","Waikato","Hamilton"
80406,"730644",-37.81615,175.304244,"2024-05-09","600","","Mangakotukutuku 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/31a6427a5b5de563.html","Waikato","Hamilton"
80407,"730646",-37.81615,175.304244,"2024-05-09","600","","Mangakotukutuku 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/31a6427a5b5de563.html","Waikato","Hamilton"
80350,"730651",-37.7301251,175.2258923,"2024-04-09","750","","Pukete Farm Park","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c9f018cb21dc849a.html","Waikato","Hamilton"
80351,"730652",-37.7301251,175.2258923,"2024-04-09","600","","Pukete Farm Park","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c9f018cb21dc849a.html","Waikato","Hamilton"
80352,"730653",-37.7301251,175.2258923,"2024-04-09","550","","Pukete Farm Park","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c9f018cb21dc849a.html","Waikato","Hamilton"
80353,"730654",-37.7301251,175.2258923,"2024-04-09","600","","Pukete Farm Park","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c9f018cb21dc849a.html","Waikato","Hamilton"
80354,"730655",-37.7301251,175.2258923,"2024-04-09","500","","Pukete Farm Park","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c9f018cb21dc849a.html","Waikato","Hamilton"
80355,"730656",-37.7301251,175.2258923,"2024-04-09","550","","Pukete Farm Park","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/c9f018cb21dc849a.html","Waikato","Hamilton"
80408,"730661",-37.819124,175.294992,"2024-06-13","550","","Mangakotukutuku 3","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fe10caf762468af7.html","Waikato","Hamilton"
80409,"730662",-37.819124,175.294992,"2024-06-13","500","","Mangakotukutuku 3","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fe10caf762468af7.html","Waikato","Hamilton"
80410,"730663",-37.819124,175.294992,"2024-06-13","500","","Mangakotukutuku 3","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fe10caf762468af7.html","Waikato","Hamilton"
80411,"730664",-37.819124,175.294992,"2024-06-13","550","","Mangakotukutuku 3","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fe10caf762468af7.html","Waikato","Hamilton"
80412,"730665",-37.819124,175.294992,"2024-06-13","550","","Mangakotukutuku 3","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fe10caf762468af7.html","Waikato","Hamilton"
80413,"730666",-37.819124,175.294992,"2024-06-13","550","","Mangakotukutuku 3","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/fe10caf762468af7.html","Waikato","Hamilton"
80332,"730671",-37.756517,175.26971,"2024-04-08","700","","Kukutaaruhe 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f912e36cb460004f.html","Waikato","Hamilton"
80333,"730672",-37.756517,175.26971,"2024-04-08","700","","Kukutaaruhe 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f912e36cb460004f.html","Waikato","Hamilton"
80334,"730673",-37.756517,175.26971,"2024-04-08","750","","Kukutaaruhe 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f912e36cb460004f.html","Waikato","Hamilton"
80335,"730674",-37.756517,175.26971,"2024-04-08","650","","Kukutaaruhe 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f912e36cb460004f.html","Waikato","Hamilton"
80336,"730675",-37.756517,175.26971,"2024-04-08","700","","Kukutaaruhe 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f912e36cb460004f.html","Waikato","Hamilton"
80337,"730676",-37.756517,175.26971,"2024-04-08","750","","Kukutaaruhe 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/f912e36cb460004f.html","Waikato","Hamilton"
80391,"730681",-37.813308,175.324769,"2024-06-13","550","","Mangaonua 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/001b73e7a08fc7c6.html","Waikato","Hamilton"
80392,"730682",-37.813308,175.324769,"2024-06-13","500","","Mangaonua 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/001b73e7a08fc7c6.html","Waikato","Hamilton"
80393,"730683",-37.813308,175.324769,"2024-06-13","550","","Mangaonua 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/001b73e7a08fc7c6.html","Waikato","Hamilton"
80394,"730684",-37.813308,175.324769,"2024-06-13","500","","Mangaonua 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/001b73e7a08fc7c6.html","Waikato","Hamilton"
80395,"730685",-37.813308,175.324769,"2024-06-13","500","","Mangaonua 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/001b73e7a08fc7c6.html","Waikato","Hamilton"
80396,"730686",-37.813308,175.324769,"2024-06-13","500","","Mangaonua 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/001b73e7a08fc7c6.html","Waikato","Hamilton"
80356,"730691",-37.742727,175.255778,"2024-04-09","400","","Kirikiriroa 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4eff2c35cdb3f2b7.html","Waikato","Hamilton"
80357,"730692",-37.742727,175.255778,"2024-04-09","450","","Kirikiriroa 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4eff2c35cdb3f2b7.html","Waikato","Hamilton"
80358,"730693",-37.742727,175.255778,"2024-04-09","500","","Kirikiriroa 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4eff2c35cdb3f2b7.html","Waikato","Hamilton"
80359,"730694",-37.742727,175.255778,"2024-04-09","400","","Kirikiriroa 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4eff2c35cdb3f2b7.html","Waikato","Hamilton"
80360,"730695",-37.742727,175.255778,"2024-04-09","600","","Kirikiriroa 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4eff2c35cdb3f2b7.html","Waikato","Hamilton"
80361,"730696",-37.742727,175.255778,"2024-04-09","750","","Kirikiriroa 1","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4eff2c35cdb3f2b7.html","Waikato","Hamilton"
80385,"730701",-37.729801,175.248618,"2024-04-10","750","","Te Awa o Katapaki 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5128e18ff2be9e74.html","Waikato","Hamilton"
80386,"730702",-37.729801,175.248618,"2024-04-10","650","","Te Awa o Katapaki 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5128e18ff2be9e74.html","Waikato","Hamilton"
80387,"730703",-37.729801,175.248618,"2024-04-10","650","","Te Awa o Katapaki 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5128e18ff2be9e74.html","Waikato","Hamilton"
80388,"730704",-37.729801,175.248618,"2024-04-10","600","","Te Awa o Katapaki 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5128e18ff2be9e74.html","Waikato","Hamilton"
80389,"730705",-37.729801,175.248618,"2024-04-10","550","","Te Awa o Katapaki 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5128e18ff2be9e74.html","Waikato","Hamilton"
80390,"730706",-37.729801,175.248618,"2024-04-10","600","","Te Awa o Katapaki 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/5128e18ff2be9e74.html","Waikato","Hamilton"
80338,"730711",-37.762657,175.270797,"2024-04-08","750","","Kukutaaruhe 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d32f0123b75a9dd4.html","Waikato","Hamilton"
80339,"730712",-37.762657,175.270797,"2024-04-08","750","","Kukutaaruhe 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d32f0123b75a9dd4.html","Waikato","Hamilton"
80340,"730713",-37.762657,175.270797,"2024-04-08","1000","","Kukutaaruhe 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d32f0123b75a9dd4.html","Waikato","Hamilton"
80341,"730714",-37.762657,175.270797,"2024-04-08","1000","","Kukutaaruhe 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d32f0123b75a9dd4.html","Waikato","Hamilton"
80342,"730715",-37.762657,175.270797,"2024-04-08","800","","Kukutaaruhe 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d32f0123b75a9dd4.html","Waikato","Hamilton"
80343,"730716",-37.762657,175.270797,"2024-04-08","850","","Kukutaaruhe 2","River/Stream",0,"",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d32f0123b75a9dd4.html","Waikato","Hamilton"
71406,"731031",-44.699464,169.120995,"2024-04-23","1000","","Lake Wanaka at Roys Bay","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/469f4e0afa582dbf.html","Otago","Queenstown-Lakes"
71407,"731032",-44.699464,169.120995,"2024-04-23","1000","","Lake Wanaka at Roys Bay","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/469f4e0afa582dbf.html","Otago","Queenstown-Lakes"
71408,"731033",-44.699464,169.120995,"2024-04-23","1000","","Lake Wanaka at Roys Bay","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/469f4e0afa582dbf.html","Otago","Queenstown-Lakes"
71409,"731034",-44.699464,169.120995,"2024-04-23","1000","","Lake Wanaka at Roys Bay","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/469f4e0afa582dbf.html","Otago","Queenstown-Lakes"
71410,"731035",-44.699464,169.120995,"2024-04-23","1000","","Lake Wanaka at Roys Bay","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/469f4e0afa582dbf.html","Otago","Queenstown-Lakes"
71411,"731036",-44.699464,169.120995,"2024-04-23","1000","","Lake Wanaka at Roys Bay","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/469f4e0afa582dbf.html","Otago","Queenstown-Lakes"
71400,"731041",-45.018541,168.725964,"2024-04-22","700","","Frankton","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4091221f5a9208dd.html","Otago","Queenstown-Lakes"
71401,"731042",-45.018541,168.725964,"2024-04-22","700","","Frankton","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4091221f5a9208dd.html","Otago","Queenstown-Lakes"
71402,"731043",-45.018541,168.725964,"2024-04-22","700","","Frankton","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4091221f5a9208dd.html","Otago","Queenstown-Lakes"
71403,"731044",-45.018541,168.725964,"2024-04-22","700","","Frankton","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4091221f5a9208dd.html","Otago","Queenstown-Lakes"
71404,"731045",-45.018541,168.725964,"2024-04-22","700","","Frankton","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4091221f5a9208dd.html","Otago","Queenstown-Lakes"
71405,"731046",-45.018541,168.725964,"2024-04-22","700","","Frankton","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/4091221f5a9208dd.html","Otago","Queenstown-Lakes"
71394,"731051",-44.968903,168.8127,"2024-04-22","750","","Lake Hayes","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/47ef60b8f603e6e6.html","Otago","Queenstown-Lakes"
71395,"731052",-44.968903,168.8127,"2024-04-22","750","","Lake Hayes","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/47ef60b8f603e6e6.html","Otago","Queenstown-Lakes"
71396,"731053",-44.968903,168.8127,"2024-04-22","750","","Lake Hayes","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/47ef60b8f603e6e6.html","Otago","Queenstown-Lakes"
71397,"731054",-44.968903,168.8127,"2024-04-22","750","","Lake Hayes","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/47ef60b8f603e6e6.html","Otago","Queenstown-Lakes"
71398,"731055",-44.968903,168.8127,"2024-04-22","750","","Lake Hayes","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/47ef60b8f603e6e6.html","Otago","Queenstown-Lakes"
71399,"731056",-44.968903,168.8127,"2024-04-22","750","","Lake Hayes","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/47ef60b8f603e6e6.html","Otago","Queenstown-Lakes"
71376,"731061",-45.172282,169.301981,"2024-04-22","1000","","Lake Dunstan","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1efbec6184d9c9be.html","Otago","Central Otago"
71377,"731062",-45.172282,169.301981,"2024-04-22","1000","","Lake Dunstan","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1efbec6184d9c9be.html","Otago","Central Otago"
71378,"731063",-45.172282,169.301981,"2024-04-22","1000","","Lake Dunstan","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1efbec6184d9c9be.html","Otago","Central Otago"
71379,"731064",-45.172282,169.301981,"2024-04-22","1000","","Lake Dunstan","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1efbec6184d9c9be.html","Otago","Central Otago"
71380,"731065",-45.172282,169.301981,"2024-04-22","1000","","Lake Dunstan","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1efbec6184d9c9be.html","Otago","Central Otago"
71381,"731066",-45.172282,169.301981,"2024-04-22","1000","","Lake Dunstan","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/1efbec6184d9c9be.html","Otago","Central Otago"
71388,"731071",-45.257555,169.38914,"2024-04-22","1000","","Clutha at Dunarling Street","River/Stream",93.7,"Riverine V1",139,0.38,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306532c4a2d08963.html","Otago","Central Otago"
71389,"731072",-45.257555,169.38914,"2024-04-22","1000","","Clutha at Dunarling Street","River/Stream",94.85,"Riverine V1",148,0.39,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306532c4a2d08963.html","Otago","Central Otago"
71390,"731073",-45.257555,169.38914,"2024-04-22","1000","","Clutha at Dunarling Street","River/Stream",93.02,"Riverine V1",150,0.36,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306532c4a2d08963.html","Otago","Central Otago"
71391,"731074",-45.257555,169.38914,"2024-04-22","1000","","Clutha at Dunarling Street","River/Stream",90.71,"Riverine V1",145,0.31,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306532c4a2d08963.html","Otago","Central Otago"
71392,"731075",-45.257555,169.38914,"2024-04-22","1000","","Clutha at Dunarling Street","River/Stream",89.18,"Riverine V1",131,0.28,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306532c4a2d08963.html","Otago","Central Otago"
71393,"731076",-45.257555,169.38914,"2024-04-22","1000","","Clutha at Dunarling Street","River/Stream",92.83,"Riverine V1",137,0.36,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/306532c4a2d08963.html","Otago","Central Otago"
71370,"731081",-44.60718,169.24763,"2024-04-24","1000","","Lake Hawea","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/073c70299afede74.html","Otago","Queenstown-Lakes"
71371,"731082",-44.60718,169.24763,"2024-04-24","1000","","Lake Hawea","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/073c70299afede74.html","Otago","Queenstown-Lakes"
71372,"731083",-44.60718,169.24763,"2024-04-24","1000","","Lake Hawea","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/073c70299afede74.html","Otago","Queenstown-Lakes"
71373,"731084",-44.60718,169.24763,"2024-04-24","1000","","Lake Hawea","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/073c70299afede74.html","Otago","Queenstown-Lakes"
71374,"731085",-44.60718,169.24763,"2024-04-24","1000","","Lake Hawea","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/073c70299afede74.html","Otago","Queenstown-Lakes"
71375,"731086",-44.60718,169.24763,"2024-04-24","1000","","Lake Hawea","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/073c70299afede74.html","Otago","Queenstown-Lakes"
71412,"731091",-44.690081,169.131317,"2024-04-23","1000","","Lake Wanaka at Marina","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/05cb058a6fcf4bb7.html","Otago","Queenstown-Lakes"
71413,"731092",-44.690081,169.131317,"2024-04-23","1000","","Lake Wanaka at Marina","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/05cb058a6fcf4bb7.html","Otago","Queenstown-Lakes"
71414,"731093",-44.690081,169.131317,"2024-04-23","1000","","Lake Wanaka at Marina","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/05cb058a6fcf4bb7.html","Otago","Queenstown-Lakes"
71415,"731094",-44.690081,169.131317,"2024-04-23","1000","","Lake Wanaka at Marina","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/05cb058a6fcf4bb7.html","Otago","Queenstown-Lakes"
71416,"731095",-44.690081,169.131317,"2024-04-23","1000","","Lake Wanaka at Marina","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/05cb058a6fcf4bb7.html","Otago","Queenstown-Lakes"
71417,"731096",-44.690081,169.131317,"2024-04-23","1000","","Lake Wanaka at Marina","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/05cb058a6fcf4bb7.html","Otago","Queenstown-Lakes"
71382,"731101",-44.693212,169.135144,"2024-04-24","1000","","Lake Wanaka at Bullock creek","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d2fa1b43de7f3d93.html","Otago","Queenstown-Lakes"
71383,"731102",-44.693212,169.135144,"2024-04-24","1000","","Lake Wanaka at Bullock creek","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d2fa1b43de7f3d93.html","Otago","Queenstown-Lakes"
71384,"731103",-44.693212,169.135144,"2024-04-24","1000","","Lake Wanaka at Bullock creek","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d2fa1b43de7f3d93.html","Otago","Queenstown-Lakes"
71385,"731104",-44.693212,169.135144,"2024-04-24","1000","","Lake Wanaka at Bullock creek","Lake",0,"NC - Environment type",0,0,"https://s3.ap-southeast-2.amazonaws.com/wilderlab.openwaters/reports/d2fa1b43de7f3d93.html","Otago","Queenstown-Lakes"
